0.0000	0.706741
0.1000	0.663643
0.2000	0.680022
0.3000	0.683465
0.4000	0.654308
0.5000	0.681866
0.6000	0.658927
0.7000	0.673199
0.8000	0.678568
0.9000	0.686609
1.0000	0.671876
1.1000	0.646885
1.2000	0.669622
1.3000	0.637769
1.4000	0.652351
1.5000	0.667581
1.6000	0.665724
1.7000	0.645122
1.8000	0.65927
1.9000	0.664573
2.0000	0.672348
2.1000	0.692052
2.2000	0.65834
2.3000	0.666457
2.4000	0.691869
2.5000	0.682584
2.6000	0.689324
2.7000	0.672748
2.8000	0.674857
2.9000	0.680535
3.0000	0.67688
3.1000	0.683714
3.2000	0.68176
3.3000	0.687255
3.4000	0.68255
3.5000	0.663673
3.6000	0.661829
3.7000	0.675729
3.8000	0.677579
3.9000	0.681323
4.0000	0.687444
4.1000	0.677756
4.2000	0.68166
4.3000	0.69263
4.4000	0.687005
4.5000	0.702095
4.6000	0.708686
4.7000	0.68445
4.8000	0.675577
4.9000	0.681621
5.0000	0.680485
5.1000	0.673209
5.2000	0.649859
5.3000	0.68252
5.4000	0.708279
5.5000	0.670134
5.6000	0.651399
5.7000	0.67824
5.8000	0.675471
5.9000	0.678988
6.0000	0.678936
6.1000	0.681994
6.2000	0.642588
6.3000	0.637212
6.4000	0.659796
6.5000	0.670893
6.6000	0.664922
6.7000	0.64328
6.8000	0.675398
6.9000	0.694662
7.0000	0.679191
7.1000	0.674509
7.2000	0.665115
7.3000	0.677527
7.4000	0.674317
7.5000	0.690143
7.6000	0.667983
7.7000	0.63668
7.8000	0.686822
7.9000	0.705974
8.0000	0.683708
8.1000	0.670706
8.2000	0.653393
8.3000	0.673473
8.4000	0.640454
8.5000	0.647678
8.6000	0.650262
8.7000	0.642306
8.8000	0.630129
8.9000	0.645657
9.0000	0.675495
9.1000	0.667444
9.2000	0.676995
9.3000	0.660259
9.4000	0.638166
9.5000	0.619867
9.6000	0.664985
9.7000	0.6677
9.8000	0.678822
9.9000	0.650978
10.0000	0.659986
10.1000	0.661622
10.2000	0.63572
10.3000	0.645344
10.4000	0.665752
10.5000	0.600533
10.6000	0.645398
10.7000	0.672676
10.8000	0.69105
10.9000	0.702015
11.0000	0.686863
11.1000	0.668554
11.2000	0.666355
11.3000	0.66637
11.4000	0.669018
11.5000	0.674873
11.6000	0.690719
11.7000	0.674085
11.8000	0.621098
11.9000	0.66511
12.0000	0.678823
12.1000	0.648761
12.2000	0.664382
12.3000	0.669428
12.4000	0.681876
12.5000	0.643085
12.6000	0.645316
12.7000	0.684833
12.8000	0.633238
12.9000	0.645965
13.0000	0.667489
13.1000	0.642867
13.2000	0.674526
13.3000	0.693325
13.4000	0.642654
13.5000	0.644402
13.6000	0.697635
13.7000	0.677055
13.8000	0.625715
13.9000	0.639972
14.0000	0.604179
14.1000	0.644949
14.2000	0.665651
14.3000	0.67738
14.4000	0.66496
14.5000	0.674527
14.6000	0.675577
14.7000	0.628035
14.8000	0.62676
14.9000	0.668721
15.0000	0.659489
15.1000	0.689434
15.2000	0.691973
15.3000	0.660678
15.4000	0.644009
15.5000	0.670227
15.6000	0.658587
15.7000	0.690749
15.8000	0.689466
15.9000	0.668207
16.0000	0.671439
16.1000	0.667992
16.2000	0.683031
16.3000	0.660669
16.4000	0.648008
16.5000	0.681192
16.6000	0.659665
16.7000	0.660336
16.8000	0.695631
16.9000	0.659248
17.0000	0.672903
17.1000	0.654788
17.2000	0.602968
17.3000	0.62704
17.4000	0.628445
17.5000	0.68068
17.6000	0.619605
17.7000	0.654667
17.8000	0.697061
17.9000	0.656096
18.0000	0.683424
18.1000	0.661309
18.2000	0.680553
18.3000	0.679763
18.4000	0.648011
18.5000	0.675907
18.6000	0.662187
18.7000	0.66416
18.8000	0.695584
18.9000	0.695858
19.0000	0.694813
19.1000	0.709894
